results_id,experiment_id,group_id,sample_id,analysis_name,analysis_id,original_assay_type,assay_id,analysis_type,datatype,datatype_id,file_access,file_type,replications,comments,document_id,original_assay_type_id
3733,3729,SDY311GSE58898,3733,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3734,3729,SDY311GSE58898,3734,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3735,3729,SDY311GSE58898,3735,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3736,3729,SDY311GSE58898,3736,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3737,3729,SDY311GSE58898,3737,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3738,3729,SDY311GSE58898,3738,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3739,3729,SDY311GSE58898,3739,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3740,3729,SDY311GSE58898,3740,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3741,3729,SDY311GSE58898,3741,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3742,3729,SDY311GSE58898,3742,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3743,3729,SDY311GSE58898,3743,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3744,3729,SDY311GSE58898,3744,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3745,3729,SDY311GSE58898,3745,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3746,3729,SDY311GSE58898,3746,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3747,3729,SDY311GSE58898,3747,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3748,3729,SDY311GSE58898,3748,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3749,3729,SDY311GSE58898,3749,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3750,3729,SDY311GSE58898,3750,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3751,3729,SDY311GSE58898,3751,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3752,3729,SDY311GSE58898,3752,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3753,3729,SDY311GSE58898,3753,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3754,3729,SDY311GSE58898,3754,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3755,3729,SDY311GSE58898,3755,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3756,3729,SDY311GSE58898,3756,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3757,3729,SDY311GSE58898,3757,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3758,3729,SDY311GSE58898,3758,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3759,3729,SDY311GSE58898,3759,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3760,3729,SDY311GSE58898,3760,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3761,3729,SDY311GSE58898,3761,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3762,3729,SDY311GSE58898,3762,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3763,3729,SDY311GSE58898,3763,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3764,3729,SDY311GSE58898,3764,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3765,3729,SDY311GSE58898,3765,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3766,3729,SDY311GSE58898,3766,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3767,3729,SDY311GSE58898,3767,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3768,3729,SDY311GSE58898,3768,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3769,3729,SDY311GSE58898,3769,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3770,3729,SDY311GSE58898,3770,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3771,3729,SDY311GSE58898,3771,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3772,3729,SDY311GSE58898,3772,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3773,3729,SDY311GSE58898,3773,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3774,3729,SDY311GSE58898,3774,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3775,3729,SDY311GSE58898,3775,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3776,3729,SDY311GSE58898,3776,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3777,3729,SDY311GSE58898,3777,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3778,3729,SDY311GSE58898,3778,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3779,3729,SDY311GSE58898,3779,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3780,3729,SDY311GSE58898,3780,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3781,3729,SDY311GSE58898,3781,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3782,3729,SDY311GSE58898,3782,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3783,3729,SDY311GSE58898,3783,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3784,3729,SDY311GSE58898,3784,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3785,3729,SDY311GSE58898,3785,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3786,3729,SDY311GSE58898,3786,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3787,3729,SDY311GSE58898,3787,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3788,3729,SDY311GSE58898,3788,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3789,3729,SDY311GSE58898,3789,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3790,3729,SDY311GSE58898,3790,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3791,3729,SDY311GSE58898,3791,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3792,3729,SDY311GSE58898,3792,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3793,3729,SDY311GSE58898,3793,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3794,3729,SDY311GSE58898,3794,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3795,3729,SDY311GSE58898,3795,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3796,3729,SDY311GSE58898,3796,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3797,3729,SDY311GSE58898,3797,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3798,3729,SDY311GSE58898,3798,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3799,3729,SDY311GSE58898,3799,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3800,3729,SDY311GSE58898,3800,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3801,3729,SDY311GSE58898,3801,RNA Microarray of SDY311GSE58898,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3802,3438,SDY404GSE65442,3802,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3803,3438,SDY404GSE65442,3803,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3804,3438,SDY404GSE65442,3804,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3805,3438,SDY404GSE65442,3805,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3806,3438,SDY404GSE65442,3806,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3807,3438,SDY404GSE65442,3807,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3808,3438,SDY404GSE65442,3808,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3809,3438,SDY404GSE65442,3809,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3810,3438,SDY404GSE65442,3810,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3811,3438,SDY404GSE65442,3811,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3812,3438,SDY404GSE65442,3812,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3813,3438,SDY404GSE65442,3813,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3814,3438,SDY404GSE65442,3814,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3815,3438,SDY404GSE65442,3815,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3816,3438,SDY404GSE65442,3816,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3817,3438,SDY404GSE65442,3817,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3818,3438,SDY404GSE65442,3818,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3819,3438,SDY404GSE65442,3819,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3820,3438,SDY404GSE65442,3820,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3821,3438,SDY404GSE65442,3821,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3822,3438,SDY404GSE65442,3822,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3823,3438,SDY404GSE65442,3823,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3824,3438,SDY404GSE65442,3824,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3825,3438,SDY404GSE65442,3825,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3826,3438,SDY404GSE65442,3826,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3827,3438,SDY404GSE65442,3827,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3828,3438,SDY404GSE65442,3828,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3829,3438,SDY404GSE65442,3829,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3830,3438,SDY404GSE65442,3830,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3831,3438,SDY404GSE65442,3831,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3832,3438,SDY404GSE65442,3832,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3833,3438,SDY404GSE65442,3833,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3834,3438,SDY404GSE65442,3834,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3835,3438,SDY404GSE65442,3835,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3836,3438,SDY404GSE65442,3836,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3837,3438,SDY404GSE65442,3837,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3838,3438,SDY404GSE65442,3838,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3839,3438,SDY404GSE65442,3839,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3840,3438,SDY404GSE65442,3840,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3841,3438,SDY404GSE65442,3841,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3842,3438,SDY404GSE65442,3842,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3843,3438,SDY404GSE65442,3843,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3844,3438,SDY404GSE65442,3844,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3845,3438,SDY404GSE65442,3845,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3846,3438,SDY404GSE65442,3846,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3847,3438,SDY404GSE65442,3847,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
3848,3438,SDY404GSE65442,3848,RNA Microarray of SDY404GSE65442,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
