sample_id,group_id,organism_id,collection,collection_id,collection_time,collection_time_unit,collection_time_unit_id,T0_definitionexpsample_type,expsample_type_id,expsample_reference_id,expsample_reference_name,biosample_type,biosample_type_id,biosample_reference_id,biosample_reference_name,replicates,expsample_type,expsample_source
4244,,4166,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445696,B cell,CL_0000236,ES784868,,,B cell : CD4,GEO
4245,,4167,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445700,B cell,CL_0000236,ES784869,,,B cell : CD4,GEO
4246,,4168,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445704,B cell,CL_0000236,ES784870,,,B cell : CD4,GEO
4247,,4206,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445708,B cell,CL_0000236,ES784871,,,B cell : CD4,GEO
4248,,4169,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445712,B cell,CL_0000236,ES784872,,,B cell : CD4,GEO
4249,,4170,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445716,B cell,CL_0000236,ES784873,,,B cell : CD4,GEO
4250,,4171,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445720,B cell,CL_0000236,ES784874,,,B cell : CD4,GEO
4251,,4172,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445724,B cell,CL_0000236,ES784875,,,B cell : CD4,GEO
4252,,4173,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445728,B cell,CL_0000236,ES784876,,,B cell : CD4,GEO
4253,,4174,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445732,B cell,CL_0000236,ES784877,,,B cell : CD4,GEO
4254,,4175,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445736,B cell,CL_0000236,ES784878,,,B cell : CD4,GEO
4255,,4176,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445740,B cell,CL_0000236,ES784879,,,B cell : CD4,GEO
4256,,4158,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445665,B cell,CL_0000236,ES784880,,,B cell : CD4,GEO
4257,,4159,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445669,B cell,CL_0000236,ES784881,,,B cell : CD4,GEO
4258,,4161,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445677,B cell,CL_0000236,ES784882,,,B cell : CD4,GEO
4259,,4162,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445681,B cell,CL_0000236,ES784883,,,B cell : CD4,GEO
4260,,4163,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445685,B cell,CL_0000236,ES784884,,,B cell : CD4,GEO
4261,,4164,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445689,B cell,CL_0000236,ES784885,,,B cell : CD4,GEO
4262,,4165,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445693,B cell,CL_0000236,ES784886,,,B cell : CD4,GEO
4263,,4166,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445697,B cell,CL_0000236,ES784887,,,B cell : CD4,GEO
4264,,4167,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445701,B cell,CL_0000236,ES784888,,,B cell : CD4,GEO
4265,,4168,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445705,B cell,CL_0000236,ES784889,,,B cell : CD4,GEO
4266,,4206,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445709,B cell,CL_0000236,ES784890,,,B cell : CD4,GEO
4267,,4169,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445713,B cell,CL_0000236,ES784891,,,B cell : CD4,GEO
4268,,4170,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445717,B cell,CL_0000236,ES784892,,,B cell : CD4,GEO
4269,,4171,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445721,B cell,CL_0000236,ES784893,,,B cell : CD4,GEO
4270,,4172,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445725,B cell,CL_0000236,ES784894,,,B cell : CD4,GEO
4271,,4173,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445729,B cell,CL_0000236,ES784895,,,B cell : CD4,GEO
4272,,4174,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445733,B cell,CL_0000236,ES784896,,,B cell : CD4,GEO
4273,,4175,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445737,B cell,CL_0000236,ES784897,,,B cell : CD4,GEO
4274,,4176,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445741,B cell,CL_0000236,ES784898,,,B cell : CD4,GEO
4275,,4160,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE95584,GSM1445673,B cell,CL_0000236,ES784899,,,B cell : CD4,GEO
4276,,4158,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445666,B cell,CL_0000236,ES784900,,,B cell : CD4,GEO
4277,,4159,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445670,B cell,CL_0000236,ES784901,,,B cell : CD4,GEO
4278,,4160,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445674,B cell,CL_0000236,ES784902,,,B cell : CD4,GEO
4279,,4161,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445678,B cell,CL_0000236,ES784903,,,B cell : CD4,GEO
4280,,4163,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445686,B cell,CL_0000236,ES784904,,,B cell : CD4,GEO
4281,,4164,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445690,B cell,CL_0000236,ES784905,,,B cell : CD4,GEO
4282,,4165,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445694,B cell,CL_0000236,ES784906,,,B cell : CD4,GEO
4283,,4166,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445698,B cell,CL_0000236,ES784907,,,B cell : CD4,GEO
4284,,4167,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445702,B cell,CL_0000236,ES784908,,,B cell : CD4,GEO
4285,,4168,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445706,B cell,CL_0000236,ES784909,,,B cell : CD4,GEO
4286,,4206,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445710,B cell,CL_0000236,ES784910,,,B cell : CD4,GEO
4287,,4169,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445714,B cell,CL_0000236,ES784911,,,B cell : CD4,GEO
4288,,4170,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445718,B cell,CL_0000236,ES784912,,,B cell : CD4,GEO
4289,,4171,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445722,B cell,CL_0000236,ES784913,,,B cell : CD4,GEO
4290,,4172,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445726,B cell,CL_0000236,ES784914,,,B cell : CD4,GEO
4291,,4173,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445730,B cell,CL_0000236,ES784915,,,B cell : CD4,GEO
4292,,4174,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445734,B cell,CL_0000236,ES784916,,,B cell : CD4,GEO
4293,,4175,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445738,B cell,CL_0000236,ES784917,,,B cell : CD4,GEO
4294,,4162,blood draw,EFO_0009121,8.0,Days,UO_0000035,,,GSE95584,GSM1445682,B cell,CL_0000236,ES784918,,,B cell : CD4,GEO
4295,,4176,blood draw,EFO_0009121,9.0,Days,UO_0000035,,,GSE95584,GSM1445742,B cell,CL_0000236,ES784919,,,B cell : CD4,GEO
4296,,4158,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445667,B cell,CL_0000236,ES784920,,,B cell : CD4,GEO
4297,,4159,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445671,B cell,CL_0000236,ES784921,,,B cell : CD4,GEO
4298,,4160,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445675,B cell,CL_0000236,ES784922,,,B cell : CD4,GEO
4299,,4161,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445679,B cell,CL_0000236,ES784923,,,B cell : CD4,GEO
4300,,4162,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445683,B cell,CL_0000236,ES784924,,,B cell : CD4,GEO
4301,,4163,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445687,B cell,CL_0000236,ES784925,,,B cell : CD4,GEO
4302,,4164,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445691,B cell,CL_0000236,ES784926,,,B cell : CD4,GEO
4303,,4165,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445695,B cell,CL_0000236,ES784927,,,B cell : CD4,GEO
4304,,4166,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445699,B cell,CL_0000236,ES784928,,,B cell : CD4,GEO
4305,,4167,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445703,B cell,CL_0000236,ES784929,,,B cell : CD4,GEO
4306,,4168,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445707,B cell,CL_0000236,ES784930,,,B cell : CD4,GEO
4307,,4206,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445711,B cell,CL_0000236,ES784931,,,B cell : CD4,GEO
4308,,4169,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445715,B cell,CL_0000236,ES784932,,,B cell : CD4,GEO
4309,,4170,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445719,B cell,CL_0000236,ES784933,,,B cell : CD4,GEO
4310,,4171,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445723,B cell,CL_0000236,ES784934,,,B cell : CD4,GEO
4311,,4172,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445727,B cell,CL_0000236,ES784935,,,B cell : CD4,GEO
4312,,4173,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445731,B cell,CL_0000236,ES784936,,,B cell : CD4,GEO
4313,,4174,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445735,B cell,CL_0000236,ES784937,,,B cell : CD4,GEO
4314,,4175,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445739,B cell,CL_0000236,ES784938,,,B cell : CD4,GEO
4315,,4176,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445743,B cell,CL_0000236,ES784939,,,B cell : CD4,GEO
4316,,4158,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445744,B cell,CL_0000236,ES784940,,,B cell : CD8,GEO
4317,,4159,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445748,B cell,CL_0000236,ES784941,,,B cell : CD8,GEO
4318,,4160,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445752,B cell,CL_0000236,ES784942,,,B cell : CD8,GEO
4319,,4161,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445755,B cell,CL_0000236,ES784943,,,B cell : CD8,GEO
4320,,4162,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445759,B cell,CL_0000236,ES784944,,,B cell : CD8,GEO
4321,,4163,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445763,B cell,CL_0000236,ES784945,,,B cell : CD8,GEO
4322,,4164,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445767,B cell,CL_0000236,ES784946,,,B cell : CD8,GEO
4323,,4165,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445771,B cell,CL_0000236,ES784947,,,B cell : CD8,GEO
4324,,4166,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445775,B cell,CL_0000236,ES784948,,,B cell : CD8,GEO
4325,,4167,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445779,B cell,CL_0000236,ES784949,,,B cell : CD8,GEO
4326,,4168,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445783,B cell,CL_0000236,ES784950,,,B cell : CD8,GEO
4327,,4206,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445787,B cell,CL_0000236,ES784951,,,B cell : CD8,GEO
4328,,4169,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445790,B cell,CL_0000236,ES784952,,,B cell : CD8,GEO
4329,,4170,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445794,B cell,CL_0000236,ES784953,,,B cell : CD8,GEO
4330,,4171,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445798,B cell,CL_0000236,ES784954,,,B cell : CD8,GEO
4331,,4172,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445802,B cell,CL_0000236,ES784955,,,B cell : CD8,GEO
4332,,4173,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445806,B cell,CL_0000236,ES784956,,,B cell : CD8,GEO
4333,,4174,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445810,B cell,CL_0000236,ES784957,,,B cell : CD8,GEO
4334,,4175,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445814,B cell,CL_0000236,ES784958,,,B cell : CD8,GEO
4335,,4176,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE95584,GSM1445818,B cell,CL_0000236,ES784959,,,B cell : CD8,GEO
4336,,4158,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445745,B cell,CL_0000236,ES784960,,,B cell : CD8,GEO
4337,,4159,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445749,B cell,CL_0000236,ES784961,,,B cell : CD8,GEO
4338,,4161,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445756,B cell,CL_0000236,ES784962,,,B cell : CD8,GEO
4339,,4162,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445760,B cell,CL_0000236,ES784963,,,B cell : CD8,GEO
4340,,4163,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445764,B cell,CL_0000236,ES784964,,,B cell : CD8,GEO
4341,,4164,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445768,B cell,CL_0000236,ES784965,,,B cell : CD8,GEO
4342,,4165,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445772,B cell,CL_0000236,ES784966,,,B cell : CD8,GEO
4343,,4166,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445776,B cell,CL_0000236,ES784967,,,B cell : CD8,GEO
4344,,4167,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445780,B cell,CL_0000236,ES784968,,,B cell : CD8,GEO
4345,,4168,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445784,B cell,CL_0000236,ES784969,,,B cell : CD8,GEO
4346,,4169,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445791,B cell,CL_0000236,ES784970,,,B cell : CD8,GEO
4347,,4170,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445795,B cell,CL_0000236,ES784971,,,B cell : CD8,GEO
4348,,4171,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445799,B cell,CL_0000236,ES784972,,,B cell : CD8,GEO
4349,,4172,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445803,B cell,CL_0000236,ES784973,,,B cell : CD8,GEO
4350,,4173,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445807,B cell,CL_0000236,ES784974,,,B cell : CD8,GEO
4351,,4174,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445811,B cell,CL_0000236,ES784975,,,B cell : CD8,GEO
4352,,4175,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445815,B cell,CL_0000236,ES784976,,,B cell : CD8,GEO
4353,,4176,blood draw,EFO_0009121,2.0,Days,UO_0000035,,,GSE95584,GSM1445819,B cell,CL_0000236,ES784977,,,B cell : CD8,GEO
4354,,4158,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445746,B cell,CL_0000236,ES784978,,,B cell : CD8,GEO
4355,,4159,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445750,B cell,CL_0000236,ES784979,,,B cell : CD8,GEO
4356,,4160,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445753,B cell,CL_0000236,ES784980,,,B cell : CD8,GEO
4357,,4161,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445757,B cell,CL_0000236,ES784981,,,B cell : CD8,GEO
4358,,4163,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445765,B cell,CL_0000236,ES784982,,,B cell : CD8,GEO
4359,,4164,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445769,B cell,CL_0000236,ES784983,,,B cell : CD8,GEO
4360,,4165,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445773,B cell,CL_0000236,ES784984,,,B cell : CD8,GEO
4361,,4166,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445777,B cell,CL_0000236,ES784985,,,B cell : CD8,GEO
4362,,4167,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445781,B cell,CL_0000236,ES784986,,,B cell : CD8,GEO
4363,,4168,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445785,B cell,CL_0000236,ES784987,,,B cell : CD8,GEO
4364,,4206,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445788,B cell,CL_0000236,ES784988,,,B cell : CD8,GEO
4365,,4169,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445792,B cell,CL_0000236,ES784989,,,B cell : CD8,GEO
4366,,4170,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445796,B cell,CL_0000236,ES784990,,,B cell : CD8,GEO
4367,,4171,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445800,B cell,CL_0000236,ES784991,,,B cell : CD8,GEO
4368,,4172,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445804,B cell,CL_0000236,ES784992,,,B cell : CD8,GEO
4369,,4173,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445808,B cell,CL_0000236,ES784993,,,B cell : CD8,GEO
4370,,4174,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445812,B cell,CL_0000236,ES784994,,,B cell : CD8,GEO
4371,,4175,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE95584,GSM1445816,B cell,CL_0000236,ES784995,,,B cell : CD8,GEO
4372,,4162,blood draw,EFO_0009121,8.0,Days,UO_0000035,,,GSE95584,GSM1445761,B cell,CL_0000236,ES784996,,,B cell : CD8,GEO
4373,,4176,blood draw,EFO_0009121,9.0,Days,UO_0000035,,,GSE95584,GSM1445820,B cell,CL_0000236,ES784997,,,B cell : CD8,GEO
4374,,4158,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445747,B cell,CL_0000236,ES784998,,,B cell : CD8,GEO
4375,,4159,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445751,B cell,CL_0000236,ES784999,,,B cell : CD8,GEO
4376,,4160,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445754,B cell,CL_0000236,ES785000,,,B cell : CD8,GEO
4377,,4161,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445758,B cell,CL_0000236,ES785001,,,B cell : CD8,GEO
4378,,4162,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445762,B cell,CL_0000236,ES785002,,,B cell : CD8,GEO
4379,,4163,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445766,B cell,CL_0000236,ES785003,,,B cell : CD8,GEO
4380,,4164,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445770,B cell,CL_0000236,ES785004,,,B cell : CD8,GEO
4381,,4165,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445774,B cell,CL_0000236,ES785005,,,B cell : CD8,GEO
4382,,4166,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445778,B cell,CL_0000236,ES785006,,,B cell : CD8,GEO
4383,,4167,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445782,B cell,CL_0000236,ES785007,,,B cell : CD8,GEO
4384,,4168,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445786,B cell,CL_0000236,ES785008,,,B cell : CD8,GEO
4385,,4206,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445789,B cell,CL_0000236,ES785009,,,B cell : CD8,GEO
4386,,4169,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445793,B cell,CL_0000236,ES785010,,,B cell : CD8,GEO
4387,,4170,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445797,B cell,CL_0000236,ES785011,,,B cell : CD8,GEO
4388,,4171,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445801,B cell,CL_0000236,ES785012,,,B cell : CD8,GEO
4389,,4172,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445805,B cell,CL_0000236,ES785013,,,B cell : CD8,GEO
4390,,4173,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445809,B cell,CL_0000236,ES785014,,,B cell : CD8,GEO
4391,,4174,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445813,B cell,CL_0000236,ES785015,,,B cell : CD8,GEO
4392,,4175,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445817,B cell,CL_0000236,ES785016,,,B cell : CD8,GEO
4393,,4176,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE95584,GSM1445821,B cell,CL_0000236,ES785017,,,B cell : CD8,GEO
4394,,4158,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445822,PBMC,NCIT_C12519,ES785018,,,PBMC : PBMC,GEO
4395,,4159,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445826,PBMC,NCIT_C12519,ES785019,,,PBMC : PBMC,GEO
4396,,4160,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445830,PBMC,NCIT_C12519,ES785020,,,PBMC : PBMC,GEO
4397,,4161,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445834,PBMC,NCIT_C12519,ES785021,,,PBMC : PBMC,GEO
4398,,4162,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445838,PBMC,NCIT_C12519,ES785022,,,PBMC : PBMC,GEO
4399,,4163,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445842,PBMC,NCIT_C12519,ES785023,,,PBMC : PBMC,GEO
4400,,4164,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445846,PBMC,NCIT_C12519,ES785024,,,PBMC : PBMC,GEO
4401,,4165,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445850,PBMC,NCIT_C12519,ES785025,,,PBMC : PBMC,GEO
4402,,4166,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445855,PBMC,NCIT_C12519,ES785026,,,PBMC : PBMC,GEO
4403,,4167,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445864,PBMC,NCIT_C12519,ES785027,,,PBMC : PBMC,GEO
4404,,4168,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445870,PBMC,NCIT_C12519,ES785028,,,PBMC : PBMC,GEO
4405,,4405,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445874,PBMC,NCIT_C12519,ES785029,,,PBMC : PBMC,GEO
4406,,4406,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445878,PBMC,NCIT_C12519,ES785030,,,PBMC : PBMC,GEO
4407,,4206,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445882,PBMC,NCIT_C12519,ES785031,,,PBMC : PBMC,GEO
4408,,4169,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445886,PBMC,NCIT_C12519,ES785032,,,PBMC : PBMC,GEO
4409,,4170,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445890,PBMC,NCIT_C12519,ES785033,,,PBMC : PBMC,GEO
4410,,4171,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445894,PBMC,NCIT_C12519,ES785034,,,PBMC : PBMC,GEO
4411,,4172,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445898,PBMC,NCIT_C12519,ES785035,,,PBMC : PBMC,GEO
4412,,4173,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445902,PBMC,NCIT_C12519,ES785036,,,PBMC : PBMC,GEO
4413,,4174,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445906,PBMC,NCIT_C12519,ES785037,,,PBMC : PBMC,GEO
4414,,4414,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445910,PBMC,NCIT_C12519,ES785038,,,PBMC : PBMC,GEO
4415,,4415,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445914,PBMC,NCIT_C12519,ES785039,,,PBMC : PBMC,GEO
4416,,4416,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445918,PBMC,NCIT_C12519,ES785040,,,PBMC : PBMC,GEO
4417,,4417,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE59743,GSM1445922,PBMC,NCIT_C12519,ES785041,,,PBMC : PBMC,GEO
